hour,dayOfWeek,month,temperature,previousConsumption,energyConsumption
18,5,2,4.22,4.5266,4.753
19,5,2,7.51,4.9367,4.8945
20,5,2,6.65,4.8175,5.0941
21,5,2,5.01,4.4133,4.9458
22,5,2,7.32,1.3972,1.368
23,5,2,4.93,1.2493,1.4672
0,6,3,5.17,0.7562,0.8633
1,6,3,8.77,0.7953,0.7707
2,6,3,6.54,0.9123,0.9396
3,6,3,9.64,0.6508,0.7524
4,6,3,10.56,0.8398,0.9024
5,6,3,4.72,0.8208,0.858
6,6,3,6.38,3.7963,3.8239
7,6,3,12.24,3.164,3.7117
8,6,3,8.02,3.583,3.8994
9,6,3,7.31,2.409,2.5249
10,6,3,11.11,2.3402,2.3081
11,6,3,10.1,2.6135,2.5204
12,6,3,10.95,2.4703,2.6579
13,6,3,13.25,2.4147,2.4799
14,6,3,7.62,2.184,2.2745
15,6,3,10.79,2.6387,2.592
16,6,3,9.81,2.2999,2.2158
17,6,3,6.08,2.4787,2.4347
18,6,3,9.2,3.4404,4.0239
19,6,3,7.84,4.2814,4.8903
20,6,3,6.3,4.9931,4.8014
21,6,3,8.44,4.7332,4.9619
22,6,3,9.0,1.1171,1.2935
23,6,3,7.46,1.2851,1.2495
0,0,3,4.33,1.2142,1.3302
1,0,3,4.53,1.1408,1.2696
2,0,3,7.26,1.3029,1.2459
3,0,3,7.07,1.1544,1.1929
4,0,3,7.04,1.0704,1.1804
5,0,3,10.32,1.0628,1.2035
6,0,3,5.83,5.0373,5.064
7,0,3,8.79,5.1512,6.0231
8,0,3,7.52,4.7101,5.2625
9,0,3,10.82,3.9125,3.7873
10,0,3,9.07,3.1904,3.2096
11,0,3,8.57,3.2555,3.2489
12,0,3,10.83,3.3453,3.6289
13,0,3,8.27,3.2357,3.2315
14,0,3,10.9,3.7696,3.7338
15,0,3,13.36,2.801,3.0963
16,0,3,10.19,3.7014,3.5803
17,0,3,8.02,3.3675,3.815
18,0,3,12.18,5.7928,5.8016
19,0,3,8.65,6.1518,6.121
20,0,3,8.74,4.8831,5.7418
21,0,3,7.89,5.4898,6.1957
22,0,3,6.1,1.8106,1.8696
23,0,3,8.2,1.6233,1.8496
0,1,3,6.13,0.9705,1.0646
1,1,3,8.94,1.1975,1.2954
2,1,3,11.67,1.2386,1.2194
3,1,3,10.04,1.039,1.1414
4,1,3,8.3,1.176,1.1466
5,1,3,7.5,1.0241,1.0876
6,1,3,7.84,5.2717,5.486
7,1,3,8.72,6.218,5.9518
8,1,3,8.81,5.4582,5.7118
9,1,3,5.7,3.0988,3.2051
10,1,3,7.95,3.5243,3.7726
11,1,3,9.27,3.502,3.3548
12,1,3,10.7,2.8322,3.2071
13,1,3,8.81,3.5105,3.9132
14,1,3,10.9,3.2464,3.314
15,1,3,11.47,3.4296,3.4963
16,1,3,5.73,3.3313,3.2798
17,1,3,3.59,3.3867,3.4657
18,1,3,7.06,6.2363,6.0967
19,1,3,8.63,6.0461,6.9303
20,1,3,9.44,6.2575,6.5524
21,1,3,9.22,6.3388,7.274
22,1,3,8.36,1.8269,1.9316
23,1,3,6.15,2.1799,2.171
0,2,3,8.13,1.1557,1.187
1,2,3,5.47,1.0165,1.0936
2,2,3,6.63,1.1115,1.1101
3,2,3,10.54,1.1682,1.2256
4,2,3,7.89,0.9524,1.0911
5,2,3,7.73,1.0736,1.1802
6,2,3,7.67,4.4767,5.1638
7,2,3,8.62,5.9787,5.8609
8,2,3,10.31,5.5476,5.5764
9,2,3,6.61,3.1463,3.2769
10,2,3,10.34,3.2821,3.3464
11,2,3,7.01,3.0403,3.5027
12,2,3,11.06,3.3438,3.8072
13,2,3,13.82,2.6712,3.1209
14,2,3,11.64,3.2188,3.4945
15,2,3,10.67,3.5146,3.9032
16,2,3,5.96,2.8674,3.3184
17,2,3,8.85,3.0356,3.0814
18,2,3,8.01,6.9111,6.8839
19,2,3,5.31,5.7049,5.7582
20,2,3,12.94,5.5182,6.0985
21,2,3,6.85,5.8635,5.9702
22,2,3,7.89,1.7081,1.7778
23,2,3,9.97,1.9538,1.9057
0,3,3,7.37,1.1838,1.1609
1,3,3,8.6,1.1191,1.2926
2,3,3,9.77,1.0622,1.0777
3,3,3,8.52,1.3609,1.3008
4,3,3,8.78,1.2151,1.2775
5,3,3,8.86,1.2746,1.2414
6,3,3,6.72,5.4735,5.4957
7,3,3,8.86,5.3524,5.119
8,3,3,6.19,4.6548,5.08
9,3,3,8.65,3.7281,3.6034
10,3,3,5.7,3.5911,3.6274
11,3,3,7.02,3.3955,3.8
12,3,3,11.59,3.9865,3.8975
13,3,3,11.5,3.4407,3.6471
14,3,3,11.21,2.9131,3.3209
15,3,3,12.54,3.2908,3.4551
16,3,3,9.91,3.7822,3.8684
17,3,3,7.42,3.0911,3.1718
18,3,3,9.57,5.5442,6.2362
19,3,3,7.72,5.7736,6.1458
20,3,3,5.63,6.0185,6.1432
21,3,3,6.59,6.1756,6.251
22,3,3,8.58,1.661,1.866
23,3,3,7.98,1.7048,1.9874
0,4,3,8.6,1.3877,1.3425
1,4,3,10.12,1.0797,1.1453
2,4,3,6.07,1.1266,1.2872
3,4,3,2.61,1.3411,1.3066
4,4,3,6.36,1.0762,1.2214
5,4,3,6.62,1.242,1.3199
6,4,3,11.25,5.2218,5.6046
7,4,3,9.58,5.4214,5.2893
8,4,3,7.39,4.6002,5.0479
9,4,3,8.64,3.2566,3.3162
10,4,3,10.24,2.7815,3.1735
11,4,3,11.28,3.9628,3.8147
12,4,3,10.89,3.7089,3.7185
13,4,3,10.62,3.5344,3.4606
14,4,3,10.73,3.1248,3.4762
15,4,3,9.05,3.5319,3.7978
16,4,3,9.6,3.2307,3.4162
17,4,3,7.41,3.9014,3.7316
18,4,3,11.0,5.7832,6.254
19,4,3,7.64,5.3626,6.1832
20,4,3,8.48,5.4983,5.9811
21,4,3,8.73,5.9351,6.1036
22,4,3,7.28,1.8061,2.0321
23,4,3,11.78,1.9439,2.0434
0,5,3,7.89,0.795,0.8293
1,5,3,8.38,0.7454,0.8627
2,5,3,5.72,0.8129,0.9013
3,5,3,11.98,0.7506,0.8219
4,5,3,6.9,0.7254,0.8084
5,5,3,5.99,0.8774,0.8896
6,5,3,5.79,3.4309,3.5092
7,5,3,9.69,3.6174,3.5965
8,5,3,6.92,2.9612,3.4541
9,5,3,5.93,2.5788,2.5189
10,5,3,8.21,2.1716,2.2716
11,5,3,7.6,2.5247,2.4397
12,5,3,9.06,2.515,2.4001
13,5,3,8.77,2.5698,2.7041
14,5,3,9.92,2.5672,2.6981
15,5,3,8.47,2.274,2.3162
16,5,3,6.11,2.2635,2.282
17,5,3,7.1,2.0333,2.3896
18,5,3,6.26,3.4692,4.0106
19,5,3,6.11,3.7051,4.0935
20,5,3,9.13,4.556,4.341
21,5,3,9.77,4.8446,4.6432
22,5,3,11.71,1.339,1.3391
23,5,3,7.8,1.3863,1.462
0,6,3,8.3,0.8271,0.7945
1,6,3,8.76,0.6885,0.7758
2,6,3,5.81,0.9105,0.9091
3,6,3,6.75,0.6713,0.7813
4,6,3,6.58,0.8998,0.9035
5,6,3,7.61,0.8052,0.8591
6,6,3,8.59,3.8128,3.8662
7,6,3,7.76,3.983,4.2571
8,6,3,7.81,3.4265,3.6064
9,6,3,9.59,2.4632,2.4808
10,6,3,10.54,2.5235,2.547
11,6,3,10.84,2.1192,2.3925
12,6,3,11.1,2.7019,2.6186
13,6,3,12.22,2.3004,2.332
14,6,3,13.27,2.3873,2.3513
15,6,3,10.57,1.8912,2.1623
16,6,3,6.19,2.4991,2.6728
17,6,3,8.49,2.2372,2.4083
18,6,3,5.88,4.0764,4.1546
19,6,3,7.69,4.3188,4.8508
20,6,3,3.52,4.2736,4.8837
21,6,3,6.44,4.7516,5.0409
22,6,3,7.9,1.123,1.2398
23,6,3,7.79,1.3834,1.5298
0,0,3,8.5,1.0885,1.2467
1,0,3,5.9,1.0554,1.1245
2,0,3,8.5,1.0615,1.1808
3,0,3,11.57,1.1678,1.2243
4,0,3,9.71,1.1043,1.1199
5,0,3,8.36,1.0213,1.1607
6,0,3,11.21,5.1737,5.6355
7,0,3,6.02,5.1925,5.956
8,0,3,11.2,5.6275,5.3599
9,0,3,11.68,3.1115,3.3156
10,0,3,9.53,3.4642,3.6613
11,0,3,7.39,3.6027,3.5054
12,0,3,9.3,3.1761,3.499
13,0,3,10.63,3.7874,3.8178
14,0,3,7.36,3.3389,3.8187
15,0,3,11.16,2.8514,3.262
16,0,3,9.47,3.5356,3.4054
17,0,3,6.24,3.7636,3.7645
18,0,3,8.9,6.6663,7.1558
19,0,3,8.05,6.3098,6.1502
20,0,3,9.95,5.5849,6.2525
21,0,3,11.95,6.2044,6.838
22,0,3,7.87,2.0778,2.0623
23,0,3,7.97,1.8169,2.0629
0,1,3,3.29,1.2347,1.2646
1,1,3,9.16,1.1216,1.3032
2,1,3,6.66,1.2808,1.3393
3,1,3,9.52,1.2355,1.2274
4,1,3,7.51,1.124,1.255
5,1,3,5.37,1.1764,1.1245
6,1,3,6.38,5.2644,5.1524
7,1,3,3.97,5.2788,5.3164
8,1,3,8.81,4.7837,5.05
9,1,3,4.93,2.7923,3.278
10,1,3,11.74,2.8661,3.3473
11,1,3,8.52,3.1165,3.6064
12,1,3,9.6,3.6852,3.8132
13,1,3,9.53,3.0947,3.4707
14,1,3,8.71,3.9714,3.8478
15,1,3,6.81,2.9472,3.341
16,1,3,9.02,3.281,3.3596
17,1,3,6.2,3.3539,3.8523
18,1,3,8.19,6.9885,7.0537
19,1,3,5.3,5.9489,6.649
20,1,3,7.11,5.9427,6.455
21,1,3,9.05,5.9548,6.0603
22,1,3,8.54,1.5801,1.84
23,1,3,8.88,2.0892,2.1315
0,2,3,11.19,1.0513,1.172
1,2,3,9.12,1.1096,1.1149
2,2,3,6.33,1.0844,1.1399
3,2,3,9.23,1.1522,1.229
4,2,3,7.11,1.3314,1.2979
5,2,3,8.05,1.204,1.2389
6,2,3,10.48,5.0988,5.2652
7,2,3,6.97,4.9484,4.8498
8,2,3,9.0,5.3833,5.5327
9,2,3,10.39,3.4033,3.8324
10,2,3,9.9,3.3419,3.7209
11,2,3,9.33,3.1101,3.3456
12,2,3,7.37,3.5112,3.9191
13,2,3,12.39,3.3616,3.2137
14,2,3,12.11,3.3027,3.4342
15,2,3,13.46,3.4081,3.7661
16,2,3,6.66,3.4373,3.5417
17,2,3,9.4,2.8423,3.2216
18,2,3,6.96,6.1505,5.9461
19,2,3,7.68,6.1674,6.6928
20,2,3,8.71,5.9121,6.505
21,2,3,10.26,6.1123,6.4263
22,2,3,4.36,1.7693,1.8672
23,2,3,8.16,1.9154,1.928
0,3,3,6.19,1.1419,1.2234
1,3,3,8.51,1.2356,1.3247
2,3,3,8.25,1.22,1.1759
3,3,3,7.33,1.1768,1.1747
4,3,3,5.17,1.2178,1.1609
5,3,3,7.11,1.2278,1.2545
6,3,3,9.12,5.7544,5.9776
7,3,3,9.17,4.738,4.8701
8,3,3,11.8,4.7985,5.4347
9,3,3,8.78,3.5692,3.5084
10,3,3,11.65,3.5966,3.5942
11,3,3,8.87,3.2901,3.178
12,3,3,12.15,3.2055,3.724
13,3,3,10.1,3.2837,3.603
14,3,3,9.4,3.4056,3.5456
15,3,3,10.47,3.0793,3.4492
16,3,3,8.85,3.549,3.9003
17,3,3,9.56,3.0866,3.2644
18,3,3,11.35,4.9818,5.8064
19,3,3,6.13,6.8539,7.0347
20,3,3,9.77,6.4407,6.2176
21,3,3,7.2,7.2274,7.0225
22,3,3,2.75,1.9821,2.1893
23,3,3,9.65,1.7027,1.8022
0,4,3,9.64,0.9138,1.0741
1,4,3,10.03,1.1535,1.2258
2,4,3,6.46,1.3923,1.3415
3,4,3,8.01,1.1518,1.1756
4,4,3,4.38,1.1607,1.1615
5,4,3,9.81,1.2309,1.2623
6,4,3,10.04,4.3375,4.9019
7,4,3,10.19,4.3339,5.0936
8,4,3,7.96,5.4354,5.5374
9,4,3,8.15,3.0358,3.0827
10,4,3,11.6,3.2537,3.8076
11,4,3,9.41,3.6957,3.8317
12,4,3,11.78,3.1941,3.6526
13,4,3,9.04,3.9908,3.8195
14,4,3,9.45,3.3716,3.3694
15,4,3,10.83,2.9152,3.2961
16,4,3,6.63,3.0638,3.4657
17,4,3,8.2,3.2361,3.1238
18,4,3,10.61,5.4855,5.8342
19,4,3,5.13,7.4543,7.2218
20,4,3,8.96,5.9387,6.42
21,4,3,9.02,5.4019,6.1768
22,4,3,12.62,1.7649,2.0292
23,4,3,6.24,1.8681,1.9906
0,5,3,7.73,0.6576,0.7401
1,5,3,9.78,0.9303,0.9005
2,5,3,9.22,0.8147,0.8209
3,5,3,8.02,0.6766,0.7763
4,5,3,9.17,0.7488,0.8531
5,5,3,6.58,0.7226,0.8009
6,5,3,5.15,3.7994,3.9914
7,5,3,6.98,3.5332,3.4831
8,5,3,10.75,3.1065,3.4454
9,5,3,6.13,2.6634,2.598
10,5,3,7.27,2.2492,2.4047
11,5,3,10.83,2.4549,2.5387
12,5,3,10.94,2.4725,2.6768
13,5,3,9.03,2.4051,2.3488
14,5,3,10.23,2.5452,2.4444
15,5,3,10.0,2.6992,2.6412
16,5,3,7.83,2.511,2.6008
17,5,3,9.32,2.2521,2.2605
18,5,3,8.99,4.5392,4.3345
19,5,3,7.89,3.6836,4.2221
20,5,3,8.35,4.2016,4.6099
21,5,3,4.22,4.1032,4.3667
22,5,3,12.46,1.4601,1.4565
23,5,3,7.14,1.4059,1.5651
0,6,3,7.62,0.7282,0.7579
1,6,3,4.52,0.8121,0.8856
2,6,3,7.84,0.9098,0.8667
3,6,3,8.77,0.7036,0.7763
4,6,3,9.23,0.7261,0.7898
5,6,3,8.22,0.7515,0.8088
6,6,3,9.02,3.9455,4.2362
7,6,3,10.83,3.3876,3.4679
8,6,3,5.66,3.0117,3.426
9,6,3,8.5,2.5961,2.5101
10,6,3,7.62,2.3656,2.3582
11,6,3,7.06,2.0299,2.3011
12,6,3,7.33,2.5834,2.6121
13,6,3,8.9,2.3937,2.6437
14,6,3,8.57,2.2327,2.1809
15,6,3,11.77,2.014,2.3313
16,6,3,4.05,2.5527,2.5963
17,6,3,10.02,2.6947,2.693
18,6,3,7.45,4.8604,4.7148
19,6,3,9.74,4.3441,4.6544
20,6,3,12.09,4.7952,4.8984
21,6,3,6.23,4.2842,4.1593
22,6,3,7.63,1.4518,1.5518
23,6,3,9.58,1.3791,1.5103
0,0,3,8.28,1.1498,1.3431
1,0,3,10.11,1.2263,1.2433
2,0,3,7.81,1.1289,1.2638
3,0,3,10.96,1.1072,1.1191
4,0,3,8.97,0.9967,1.1104
5,0,3,8.48,0.9599,1.0808
6,0,3,8.99,5.8395,6.0678
7,0,3,7.79,5.7804,6.1314
8,0,3,9.48,4.912,5.3834
9,0,3,10.22,3.139,3.6578
10,0,3,8.68,3.0113,3.249
11,0,3,9.06,3.5297,3.5443
12,0,3,6.95,2.8804,3.2173
13,0,3,11.82,3.3212,3.3048
14,0,3,8.11,3.2238,3.2385
15,0,3,13.54,3.2367,3.1063
16,0,3,8.68,3.1302,3.3769
17,0,3,10.92,3.1834,3.7398
18,0,3,9.24,6.9977,6.7277
19,0,3,6.38,6.9538,7.1674
20,0,3,11.02,6.293,6.4109
21,0,3,7.38,5.9582,6.8614
22,0,3,6.04,1.9301,1.858
23,0,3,7.65,1.8445,1.822
0,1,3,9.52,1.3222,1.2688
1,1,3,8.51,1.1911,1.2941
2,1,3,6.69,1.0081,1.1843
3,1,3,11.26,1.125,1.2713
4,1,3,9.05,1.0705,1.2088
5,1,3,8.8,0.9587,1.1113
6,1,3,10.2,4.3441,4.9861
7,1,3,9.78,4.9716,4.9129
8,1,3,8.38,4.7938,5.0266
9,1,3,3.96,3.1151,3.6114
10,1,3,7.63,3.2108,3.2545
11,1,3,9.94,3.0613,3.2561
12,1,3,11.98,3.3515,3.919
13,1,3,9.99,3.1153,3.3743
14,1,3,9.88,3.947,3.8466
15,1,3,9.0,3.4233,3.4262
16,1,3,7.35,3.2641,3.6371
17,1,3,6.9,3.4229,3.8028
18,1,3,11.56,5.2973,6.1978
19,1,3,7.87,5.6959,5.9871
20,1,3,9.79,6.8639,6.6966
21,1,3,10.78,5.5641,5.9828
22,1,3,9.98,1.7787,2.0439
23,1,3,6.66,1.8168,1.9847
0,2,3,10.29,1.1849,1.3386
1,2,3,6.14,1.0584,1.0979
2,2,3,5.15,1.0556,1.1279
3,2,3,6.34,1.1747,1.1371
4,2,3,8.87,1.1586,1.1131
5,2,3,10.35,1.1759,1.1548
6,2,3,7.38,5.3927,5.2977
7,2,3,8.01,5.0832,5.2332
8,2,3,4.83,5.0465,4.8414
9,2,3,9.01,3.4751,3.5827
10,2,3,8.93,3.4709,3.3236
11,2,3,6.71,3.4285,3.6436
12,2,3,9.48,2.8835,3.1341
13,2,3,7.6,3.73,3.6362
14,2,3,11.43,3.3061,3.3596
15,2,3,10.2,3.5626,3.8607
16,2,3,4.99,3.3447,3.2267
17,2,3,10.04,3.2044,3.6363
18,2,3,6.82,6.2378,7.0916
19,2,3,8.97,6.6485,6.5019
20,2,3,9.46,6.1949,5.9199
21,2,3,6.58,7.0501,7.0471
22,2,3,10.59,1.779,1.9446
23,2,3,6.26,2.1884,2.104
0,3,3,6.55,1.0814,1.1409
1,3,3,10.55,1.1886,1.1789
2,3,3,9.12,1.0206,1.0587
3,3,3,7.72,1.2308,1.3196
4,3,3,9.61,1.1407,1.1928
5,3,3,9.85,1.3566,1.3144
6,3,3,8.95,4.8026,5.5747
7,3,3,5.88,5.3622,5.4065
8,3,3,9.77,5.2432,5.7784
9,3,3,6.93,3.2294,3.6068
10,3,3,11.61,3.6727,3.7819
11,3,3,8.59,3.1495,3.452
12,3,3,9.49,3.0643,3.5962
13,3,3,8.91,3.7111,3.6973
14,3,3,8.8,3.1158,3.3351
15,3,3,8.46,2.9672,3.4334
16,3,3,5.82,3.2867,3.6417
17,3,3,6.11,3.0035,3.1204
18,3,3,8.34,7.0106,6.9633
19,3,3,8.02,5.9922,6.6914
20,3,3,4.92,5.478,5.8468
21,3,3,7.19,6.665,7.0981
22,3,3,9.62,1.7547,1.933
23,3,3,9.28,2.2194,2.1977
0,4,3,7.68,1.1868,1.2711
1,4,3,8.43,1.0584,1.2082
2,4,3,6.56,1.1326,1.2565
3,4,3,8.33,1.2658,1.2453
4,4,3,6.21,1.2048,1.3062
5,4,3,5.58,1.2416,1.2046
6,4,3,9.2,5.608,5.603
7,4,3,11.34,5.5339,5.9852
8,4,3,8.67,5.2413,5.6109
9,4,3,7.68,2.7904,3.1387
10,4,3,9.65,3.6728,3.8293
11,4,3,10.99,3.6034,3.5289
12,4,3,13.25,3.28,3.1841
13,4,3,7.35,3.1712,3.1251
14,4,3,12.68,3.1385,3.1332
15,4,3,10.39,3.5337,3.4282
16,4,3,4.87,3.0446,3.1284
17,4,3,7.83,3.7075,3.5424
18,4,3,6.31,5.2334,5.8825
19,4,3,8.98,6.3268,7.2749
20,4,3,6.9,5.9632,6.9109
21,4,3,9.57,7.1783,7.1066
22,4,3,8.13,1.8951,2.0722
23,4,3,8.79,1.7228,1.9034
0,5,3,7.62,0.902,0.8765
1,5,3,7.33,0.9056,0.9312
2,5,3,9.27,0.8553,0.9235
3,5,3,5.48,0.8748,0.8683
4,5,3,8.46,0.7567,0.8763
5,5,3,6.62,0.9723,0.9315
6,5,3,9.54,3.1704,3.422
7,5,3,7.79,3.5413,4.0837
8,5,3,13.07,3.3392,3.52
9,5,3,4.63,1.8942,2.1873
10,5,3,10.8,2.6882,2.5939
11,5,3,6.45,2.2111,2.399
12,5,3,6.01,2.361,2.3627
13,5,3,11.88,2.4001,2.671
14,5,3,10.89,1.9615,2.2874
15,5,3,11.17,2.4659,2.4788
16,5,3,9.38,2.8753,2.7414
17,5,3,4.02,2.3953,2.6652
18,5,3,4.81,5.0283,4.9641
19,5,3,5.14,4.5728,4.5096
20,5,3,6.9,3.6211,4.1486
21,5,3,7.34,4.4708,4.687
22,5,3,8.76,1.3507,1.4536
23,5,3,8.57,1.4383,1.4354
0,6,3,8.64,0.8379,0.8418
1,6,3,9.05,0.782,0.9066
2,6,3,8.06,0.7289,0.8428
3,6,3,6.98,0.8436,0.8837
4,6,3,8.46,0.7121,0.7997
5,6,3,11.79,0.813,0.8219
6,6,3,6.01,3.5871,4.0541
7,6,3,10.74,3.4896,3.5344
8,6,3,11.62,3.9059,3.8735
9,6,3,10.87,2.1369,2.3314
10,6,3,10.5,2.155,2.4791
11,6,3,6.31,2.3215,2.4574
12,6,3,11.2,2.1793,2.3777
13,6,3,10.45,2.3464,2.4896
14,6,3,10.33,2.422,2.7095
15,6,3,3.74,2.746,2.6178
16,6,3,4.98,1.9535,2.1699
17,6,3,7.07,2.5496,2.6386
18,6,3,8.3,4.1508,4.6095
19,6,3,14.36,3.9535,4.0375
20,6,3,4.58,4.3429,4.7389
21,6,3,5.33,4.1904,4.7854
22,6,3,10.74,1.3129,1.4461
23,6,3,4.28,1.134,1.2841
0,0,3,4.44,1.0897,1.2309
1,0,3,10.26,1.0372,1.1369
2,0,3,9.04,1.3359,1.2821
3,0,3,5.0,0.9636,1.0681
4,0,3,8.78,1.1259,1.2987
5,0,3,10.3,1.1686,1.2255
6,0,3,6.3,4.9028,4.8764
7,0,3,1.18,5.6871,5.9498
8,0,3,6.81,5.0813,5.9399
9,0,3,8.27,3.5363,3.7502
10,0,3,9.79,3.5224,3.6138
11,0,3,11.17,3.3271,3.1923
12,0,3,15.08,3.1878,3.5244
13,0,3,10.34,3.6138,3.5795
14,0,3,9.44,3.4615,3.8098
15,0,3,8.96,3.0859,3.0878
16,0,3,9.07,3.1392,3.5517
17,0,3,10.75,3.8625,3.7665
18,0,3,7.11,6.5382,7.2682
19,0,3,8.78,5.5195,6.109
20,0,3,8.41,5.6599,6.0941
21,0,3,7.06,6.9438,7.0242
22,0,3,10.24,1.8551,1.8309
23,0,3,6.08,1.6253,1.8868
0,1,3,5.98,1.1393,1.1621
1,1,3,9.14,1.1179,1.1873
2,1,3,7.17,1.1542,1.1799
3,1,3,8.88,1.06,1.0777
4,1,3,5.34,0.9341,1.0602
5,1,3,4.22,1.1327,1.1454
6,1,3,13.06,5.3168,5.8601
7,1,3,5.78,5.4653,5.895
8,1,3,6.38,5.819,5.5468
9,1,3,9.85,3.2694,3.2657
10,1,3,7.15,3.1606,3.2146
11,1,3,9.98,3.5876,3.533
12,1,3,11.47,3.3609,3.6404
13,1,3,11.14,3.5335,3.3975
14,1,3,12.15,3.1315,3.1709
15,1,3,8.32,3.7058,3.8427
16,1,3,7.96,3.6148,3.5678
17,1,3,10.4,3.5459,3.7678
18,1,3,8.97,5.5228,5.8151
19,1,3,7.43,7.0988,7.0525
20,1,3,12.04,6.8411,6.9057
21,1,3,8.36,5.8536,6.6967
22,1,3,10.22,1.862,1.8351
23,1,3,10.56,2.3169,2.2154
0,2,3,7.28,1.1224,1.0943
1,2,3,9.57,1.1505,1.3069
2,2,3,11.95,1.1697,1.3221
3,2,3,9.66,1.0388,1.1873
4,2,3,7.5,1.3763,1.3423
5,2,3,7.57,1.0174,1.138
6,2,3,8.87,4.6287,5.4384
7,2,3,7.34,5.8831,6.1556
8,2,3,7.68,4.6576,5.3584
9,2,3,7.52,3.279,3.5018
10,2,3,11.43,3.3951,3.7932
11,2,3,10.41,2.7288,3.1121
12,2,3,11.06,3.8617,3.7589
13,2,3,10.28,3.0115,3.4186
14,2,3,9.52,3.4399,3.3592
15,2,3,7.59,2.9684,3.27
16,2,3,7.79,3.3127,3.8516
17,2,3,8.34,3.2731,3.2337
18,2,3,7.51,6.171,6.6963
19,2,3,5.68,6.2681,7.0556
20,2,3,8.49,5.7316,6.6134
21,2,3,5.03,6.6085,6.9686
22,2,3,10.45,1.9193,1.9273
23,2,3,6.22,1.7673,1.8159
0,3,3,3.45,1.2357,1.3361
1,3,3,6.77,1.1838,1.2108
2,3,3,8.26,1.081,1.2152
3,3,3,5.1,1.2135,1.2965
4,3,3,5.19,1.172,1.3382
5,3,3,11.82,1.0654,1.2289
6,3,3,7.83,5.3943,5.1847
7,3,3,8.88,5.4219,5.8467
8,3,3,7.9,5.083,5.9794
9,3,3,7.21,3.3433,3.3861
10,3,3,7.2,2.8647,3.1357
11,3,3,9.59,3.0822,3.5292
12,3,3,11.14,3.6006,3.6186
13,3,3,10.36,3.0188,3.3565
14,3,3,11.84,2.8727,3.24
15,3,3,8.07,2.8547,3.239
16,3,3,11.23,3.518,3.6177
17,3,3,8.45,3.4136,3.7296
18,3,3,9.21,6.9389,6.8638
19,3,3,5.99,5.6928,6.2792
20,3,3,8.82,5.5206,5.8714
21,3,3,9.53,5.934,5.7262
22,3,3,6.04,1.8637,2.0297
23,3,3,10.13,2.1452,2.188
0,4,3,4.58,1.0924,1.1885
1,4,3,9.23,1.2515,1.3385
2,4,3,8.18,1.1028,1.1793
3,4,3,3.6,1.1611,1.2596
4,4,3,10.88,1.0117,1.1801
5,4,3,6.73,1.2666,1.2897
6,4,3,6.39,5.7656,5.801
7,4,3,7.88,5.5047,5.6622
8,4,3,9.55,4.4623,5.0196
9,4,3,6.93,2.9086,3.1171
10,4,3,8.53,3.019,3.2049
11,4,3,13.98,3.3285,3.505
12,4,3,11.24,2.8461,3.2362
13,4,3,7.9,3.0984,3.4124
14,4,3,8.96,3.2466,3.7907
15,4,3,11.0,2.897,3.288
16,4,3,9.29,3.2579,3.6643
17,4,3,6.07,3.0847,3.4535
18,4,3,9.59,5.6619,5.9477
19,4,3,2.81,5.9095,6.4774
20,4,3,12.1,6.5987,6.3966
21,4,3,3.59,6.2631,6.9969
22,4,3,5.85,1.6778,1.796
23,4,3,9.42,2.0827,2.1623
0,5,3,8.44,0.6645,0.7749
1,5,3,6.96,0.671,0.7729
2,5,3,9.98,0.9085,0.9334
3,5,3,7.91,0.8082,0.9072
4,5,3,6.88,0.8376,0.8112
5,5,3,8.35,0.7591,0.8704
6,5,3,10.61,3.7122,3.6147
7,5,3,7.57,3.4068,3.4382
8,5,3,8.88,3.6004,4.1626
9,5,3,5.74,1.8635,2.178
10,5,3,14.0,2.2147,2.2861
11,5,3,9.47,2.1669,2.1768
12,5,3,11.56,2.5419,2.542
13,5,3,10.82,2.3574,2.6086
14,5,3,10.34,2.2461,2.2069
15,5,3,11.47,2.56,2.4527
16,5,3,3.83,2.6635,2.6798
17,5,3,11.35,2.8195,2.6898
18,5,3,7.91,4.9264,4.8732
19,5,3,6.97,4.4939,4.3085
20,5,3,10.57,4.3416,4.5495
21,5,3,6.72,4.1592,4.793
22,5,3,7.59,1.3956,1.5171
23,5,3,4.68,1.3093,1.2847
0,6,3,9.98,0.761,0.77
1,6,3,8.15,0.839,0.8464
2,6,3,9.09,0.7709,0.8602
3,6,3,7.87,0.7967,0.9136
4,6,3,4.31,0.7913,0.7764
5,6,3,11.42,0.7384,0.8205
6,6,3,8.68,4.0671,4.2728
7,6,3,2.79,3.775,4.0776
8,6,3,9.69,3.2561,3.6993
9,6,3,10.02,2.7524,2.6693
10,6,3,10.13,2.196,2.4216
11,6,3,9.66,2.7049,2.7174
12,6,3,9.56,2.7037,2.6965
13,6,3,11.7,2.201,2.3169
14,6,3,8.03,2.5791,2.7103
15,6,3,12.98,2.3085,2.3607
16,6,3,7.61,2.2851,2.2319
17,6,3,10.82,2.1479,2.4104
18,6,3,6.76,4.8958,4.7706
19,6,3,6.75,5.0201,5.0669
20,6,3,8.42,3.8435,4.2273
21,6,3,7.98,4.0739,4.3222
22,6,3,6.61,1.4971,1.525
23,6,3,8.04,1.3231,1.2902
0,0,3,7.4,1.1424,1.093
1,0,3,6.67,1.0682,1.0954
2,0,3,9.73,1.0618,1.0944
